LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL,,
2016-17,663,Glynn County,3552,Brunswick High School,Essay Reading Score - New,1202640,26656,162,59,5,5,5,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,Essay Total,1202640,26653,162,59,14,13,13,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,Essay Writing Score - New,1202640,26673,161,58,5,5,5,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,Evidence Based Reading and Writing - New,1715481,62123,392,161,535,540,514,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,Math Section Score - New,1715481,62035,390,161,517,521,499,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,Reading Test  Score - New,1715481,62613,391,160,270,273,261,,NEW SCALE
2016-17,663,Glynn County,3552,Brunswick High School,WritLang Test  Score - New,1715481,62535,395,164,266,268,254,,NEW SCALE
2011-12,633,Cobb County,188,Pope High School,Combined,1284459,86367,8380,610,1342,1401,1529,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Essay Analysis Score - New,1202640,26629,163,104,4,4,4,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Essay Reading Score - New,1202640,26656,162,103,5,5,5,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Essay Total,1202640,26653,162,103,14,13,14,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Essay Writing Score - New,1202640,26673,161,103,5,5,5,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Evidence Based Reading and Writing - New,1715481,62123,392,231,535,540,558,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Math Section Score - New,1715481,62035,390,229,517,521,536,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,Reading Test  Score - New,1715481,62613,391,231,270,273,282,,NEW SCALE
2016-17,663,Glynn County,4752,Glynn Academy,WritLang Test  Score - New,1715481,62535,395,231,266,268,278,,NEW SCALE
2012-13,633,Cobb County,188,Pope High School,Combined,1295267,86088,8114,526,1337,1409,1555,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Essay Analysis Score - New,1202640,26629,61,28,4,4,4,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Essay Reading Score - New,1202640,26656,63,28,5,5,5,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Essay Total,1202640,26653,62,28,14,14,13,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Essay Writing Score - New,1202640,26673,62,28,5,5,5,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Evidence Based Reading and Writing - New,1715481,62123,248,154,535,524,523,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Math Section Score - New,1715481,62035,247,152,517,502,499,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,Reading Test  Score - New,1715481,62613,251,155,270,266,267,,NEW SCALE
2016-17,664,Gordon County,106,Sonoraville High School,WritLang Test  Score - New,1715481,62535,249,154,266,259,257,,NEW SCALE
2013-14,633,Cobb County,188,Pope High School,Combined,1306039,82852,7964,503,1352,1422,1540,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Essay Analysis Score - New,1202640,26629,61,33,4,4,4,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Essay Reading Score - New,1202640,26656,63,35,5,5,5,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Essay Total,1202640,26653,62,34,14,14,14,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Essay Writing Score - New,1202640,26673,62,34,5,5,5,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Evidence Based Reading and Writing - New,1715481,62123,248,94,535,524,528,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Math Section Score - New,1715481,62035,247,95,517,502,506,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,Reading Test  Score - New,1715481,62613,251,96,270,266,265,,NEW SCALE
2016-17,664,Gordon County,286,Gordon Central High School,WritLang Test  Score - New,1715481,62535,249,95,266,259,263,,NEW SCALE
2016-17,703,Montgomery County,201,Montgomery County High School,Combined Test Score,1715481,62394.33333,32.33333333,29.33333333,1053,954,953,,
2016-17,665,Grady County,1050,Cairo High School,Essay Analysis Score - New,1202640,26629,49,49,4,3,3,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Essay Reading Score - New,1202640,26656,50,50,5,4,4,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Essay Total,1202640,26653,49,49,14,12,12,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Essay Writing Score - New,1202640,26673,49,49,5,4,4,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Evidence Based Reading and Writing - New,1715481,62123,109,109,535,488,488,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Math Section Score - New,1715481,62035,108,108,517,470,470,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,Reading Test  Score - New,1715481,62613,107,107,270,246,246,,NEW SCALE
2016-17,665,Grady County,1050,Cairo High School,WritLang Test  Score - New,1715481,62535,108,108,266,242,242,,NEW SCALE
2017-18,703,Montgomery County,201,Montgomery County High School,Combined Test Score,2136539,65795,19,19,1052,1002,1002,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Essay Analysis Score - New,1202640,26629,6,6,4,,,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Essay Reading Score - New,1202640,26656,6,6,5,,,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Essay Total,1202640,26653,6,6,14,,,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Essay Writing Score - New,1202640,26673,6,6,5,,,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Evidence Based Reading and Writing - New,1715481,62123,32,32,535,486,486,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Math Section Score - New,1715481,62035,32,32,517,465,465,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,Reading Test  Score - New,1715481,62613,32,32,270,248,248,,NEW SCALE
2016-17,666,Greene County,401,Greene County High School,WritLang Test  Score - New,1715481,62535,34,34,266,239,239,,NEW SCALE
2018-19,703,Montgomery County,201,Montgomery County High School,Combined Test Score,2220087,49345,12,12,1027,955,955,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Essay Analysis Score - New,1202640,26629,3932,198,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Essay Reading Score - New,1202640,26656,3951,200,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Essay Total,1202640,26653,3942,199,14,15,14,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Essay Writing Score - New,1202640,26673,3943,200,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Evidence Based Reading and Writing - New,1715481,62123,8525,505,535,551,545,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Math Section Score - New,1715481,62035,8516,508,517,546,536,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,Reading Test  Score - New,1715481,62613,8620,512,270,278,275,,NEW SCALE
2016-17,667,Gwinnett County,101,Grayson High School,WritLang Test  Score - New,1715481,62535,8586,514,266,273,271,,NEW SCALE
2014-15,703,Montgomery County,114,Z - Montgomery Academy,Combined,1332096,84860,31,1,1352,1282,,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Essay Analysis Score - New,1202640,26629,3932,223,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Essay Reading Score - New,1202640,26656,3951,224,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Essay Total,1202640,26653,3942,222,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Essay Writing Score - New,1202640,26673,3943,220,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Evidence Based Reading and Writing - New,1715481,62123,8525,468,535,551,532,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Math Section Score - New,1715481,62035,8516,462,517,546,527,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,Reading Test  Score - New,1715481,62613,8620,473,270,278,269,,NEW SCALE
2016-17,667,Gwinnett County,103,Norcross High School,WritLang Test  Score - New,1715481,62535,8586,468,266,273,263,,NEW SCALE
2015-16,703,Montgomery County,114,Z - Montgomery Academy,Combined Test Score,,28212.33333,16,1,1084,895,,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Essay Analysis Score - New,1202640,26629,3932,310,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Essay Reading Score - New,1202640,26656,3951,314,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Essay Total,1202640,26653,3942,312,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Essay Writing Score - New,1202640,26673,3943,312,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Evidence Based Reading and Writing - New,1715481,62123,8525,687,535,551,578,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Math Section Score - New,1715481,62035,8516,683,517,546,572,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,Reading Test  Score - New,1715481,62613,8620,695,270,278,292,,NEW SCALE
2016-17,667,Gwinnett County,105,Mill Creek High School,WritLang Test  Score - New,1715481,62535,8586,690,266,273,286,,NEW SCALE
2010-11,616,Bulloch County,4052,Portal Middle/High School,Combined,1267239,84240,391,47,1338,1314,1157,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Essay Analysis Score - New,1202640,26629,3932,266,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Essay Reading Score - New,1202640,26656,3951,265,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Essay Total,1202640,26653,3942,267,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Essay Writing Score - New,1202640,26673,3943,269,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Evidence Based Reading and Writing - New,1715481,62123,8525,549,535,551,558,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Math Section Score - New,1715481,62035,8516,542,517,546,562,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,Reading Test  Score - New,1715481,62613,8620,557,270,278,281,,NEW SCALE
2016-17,667,Gwinnett County,176,Parkview High School,WritLang Test  Score - New,1715481,62535,8586,548,266,273,277,,NEW SCALE
2011-12,616,Bulloch County,4052,Portal Middle/High School,Combined,1284459,86367,277,18,1342,1351,1482,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Essay Analysis Score - New,1202640,26629,3932,354,4,4,5,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Essay Reading Score - New,1202640,26656,3951,359,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Essay Total,1202640,26653,3942,356,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Essay Writing Score - New,1202640,26673,3943,356,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Evidence Based Reading and Writing - New,1715481,62123,8525,705,535,551,570,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Math Section Score - New,1715481,62035,8516,714,517,546,570,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,Reading Test  Score - New,1715481,62613,8620,713,270,278,288,,NEW SCALE
2016-17,667,Gwinnett County,182,Brookwood High School,WritLang Test  Score - New,1715481,62535,8586,714,266,273,283,,NEW SCALE
2012-13,616,Bulloch County,4052,Portal Middle/High School,Combined,1295267,86088,303,34,1337,1318,1264,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Essay Analysis Score - New,1202640,26629,3932,108,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Essay Reading Score - New,1202640,26656,3951,108,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Essay Total,1202640,26653,3942,108,14,15,13,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Essay Writing Score - New,1202640,26673,3943,109,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Evidence Based Reading and Writing - New,1715481,62123,8525,306,535,551,510,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Math Section Score - New,1715481,62035,8516,309,517,546,497,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,Reading Test  Score - New,1715481,62613,8620,313,270,278,258,,NEW SCALE
2016-17,667,Gwinnett County,185,Shiloh High School,WritLang Test  Score - New,1715481,62535,8586,310,266,273,253,,NEW SCALE
2013-14,616,Bulloch County,4052,Portal Middle/High School,Combined,1306039,82852,394,34,1352,1343,1218,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Essay Analysis Score - New,1202640,26629,3932,166,4,4,3,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Essay Reading Score - New,1202640,26656,3951,165,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Essay Total,1202640,26653,3942,165,14,15,13,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Essay Writing Score - New,1202640,26673,3943,164,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Evidence Based Reading and Writing - New,1715481,62123,8525,370,535,551,493,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Math Section Score - New,1715481,62035,8516,366,517,546,489,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,Reading Test  Score - New,1715481,62613,8620,369,270,278,253,,NEW SCALE
2016-17,667,Gwinnett County,187,Meadowcreek High School,WritLang Test  Score - New,1715481,62535,8586,370,266,273,243,,NEW SCALE
2016-17,703,Montgomery County,114,Z - Montgomery Academy,Combined Test Score,1715481,62394.33333,32.33333333,3,1053,954,,,
2016-17,667,Gwinnett County,189,Phoenix High School,Essay Analysis Score - New,1202640,26629,3932,3,4,4,,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Essay Reading Score - New,1202640,26656,3951,3,5,5,,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Essay Total,1202640,26653,3942,3,14,15,,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Essay Writing Score - New,1202640,26673,3943,3,5,5,,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Evidence Based Reading and Writing - New,1715481,62123,8525,10,535,551,510,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Math Section Score - New,1715481,62035,8516,10,517,546,487,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,Reading Test  Score - New,1715481,62613,8620,10,270,278,255,,NEW SCALE
2016-17,667,Gwinnett County,189,Phoenix High School,WritLang Test  Score - New,1715481,62535,8586,10,266,273,255,,NEW SCALE
2014-15,704,Morgan County,1050,Morgan County High School,Combined,1332096,84860,245,245,1352,1363,1363,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Essay Analysis Score - New,1202640,26629,3932,231,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Essay Reading Score - New,1202640,26656,3951,234,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Essay Total,1202640,26653,3942,232,14,15,14,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Essay Writing Score - New,1202640,26673,3943,231,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Evidence Based Reading and Writing - New,1715481,62123,8525,545,535,551,556,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Math Section Score - New,1715481,62035,8516,551,517,546,557,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,Reading Test  Score - New,1715481,62613,8620,556,270,278,279,,NEW SCALE
2016-17,667,Gwinnett County,195,Collins Hill High School,WritLang Test  Score - New,1715481,62535,8586,552,266,273,277,,NEW SCALE
2015-16,704,Morgan County,1050,Morgan County High School,Combined Test Score,,28212.33333,95,95,1084,1093,1093,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Essay Analysis Score - New,1202640,26629,3932,285,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Essay Reading Score - New,1202640,26656,3951,290,5,5,6,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Essay Total,1202640,26653,3942,288,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Essay Writing Score - New,1202640,26673,3943,290,5,5,6,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Evidence Based Reading and Writing - New,1715481,62123,8525,518,535,551,568,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Math Section Score - New,1715481,62035,8516,517,517,546,559,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,Reading Test  Score - New,1715481,62613,8620,527,270,278,285,,NEW SCALE
2016-17,667,Gwinnett County,805,Peachtree Ridge High School,WritLang Test  Score - New,1715481,62535,8586,519,266,273,284,,NEW SCALE
2016-17,704,Morgan County,1050,Morgan County High School,Combined Test Score,1715481,62394.33333,165.3333333,165.3333333,1053,1073,1073,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Essay Analysis Score - New,1202640,26629,3932,137,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Essay Reading Score - New,1202640,26656,3951,136,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Essay Total,1202640,26653,3942,137,14,15,14,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Essay Writing Score - New,1202640,26673,3943,137,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Evidence Based Reading and Writing - New,1715481,62123,8525,295,535,551,552,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Math Section Score - New,1715481,62035,8516,294,517,546,539,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,Reading Test  Score - New,1715481,62613,8620,294,270,278,281,,NEW SCALE
2016-17,667,Gwinnett County,1018,Lanier High School,WritLang Test  Score - New,1715481,62535,8586,301,266,273,271,,NEW SCALE
2017-18,704,Morgan County,1050,Morgan County High School,Combined Test Score,2136539,65795,154,154,1052,1045,1045,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Essay Analysis Score - New,1202640,26629,3932,138,4,4,5,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Essay Reading Score - New,1202640,26656,3951,138,5,5,6,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Essay Total,1202640,26653,3942,137,14,15,17,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Essay Writing Score - New,1202640,26673,3943,136,5,5,6,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Evidence Based Reading and Writing - New,1715481,62123,8525,167,535,551,662,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Math Section Score - New,1715481,62035,8516,167,517,546,682,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",Reading Test  Score - New,1715481,62613,8620,169,270,278,332,,NEW SCALE
2016-17,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",WritLang Test  Score - New,1715481,62535,8586,165,266,273,332,,NEW SCALE
2011-12,7820119,State Charter Schools- Provost Academy Georgia,119,Provost Academy Georgia,Combined,1284459,86367,2,2,1342,,,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Essay Analysis Score - New,1202640,26629,3932,131,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Essay Reading Score - New,1202640,26656,3951,125,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Essay Total,1202640,26653,3942,129,14,15,14,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Essay Writing Score - New,1202640,26673,3943,130,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Evidence Based Reading and Writing - New,1715481,62123,8525,280,535,551,516,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Math Section Score - New,1715481,62035,8516,282,517,546,508,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,Reading Test  Score - New,1715481,62613,8620,283,270,278,261,,NEW SCALE
2016-17,667,Gwinnett County,1050,Berkmar High School,WritLang Test  Score - New,1715481,62535,8586,279,266,273,256,,NEW SCALE
2012-13,7820119,State Charter Schools- Provost Academy Georgia,119,Provost Academy Georgia,Combined,1295267,86088,23,23,1337,1334,1334,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Essay Analysis Score - New,1202640,26629,3932,11,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Essay Reading Score - New,1202640,26656,3951,12,5,5,6,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Essay Total,1202640,26653,3942,12,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Essay Writing Score - New,1202640,26673,3943,12,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Evidence Based Reading and Writing - New,1715481,62123,8525,25,535,551,572,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Math Section Score - New,1715481,62035,8516,25,517,546,544,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,Reading Test  Score - New,1715481,62613,8620,25,270,278,289,,NEW SCALE
2016-17,667,Gwinnett County,1212,Gwinnett Online Campus,WritLang Test  Score - New,1715481,62535,8586,25,266,273,282,,NEW SCALE
2013-14,7820119,State Charter Schools- Provost Academy Georgia,119,Provost Academy Georgia,Combined,1306039,82852,40,40,1352,1376,1376,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Essay Analysis Score - New,1202640,26629,3932,159,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Essay Reading Score - New,1202640,26656,3951,160,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Essay Total,1202640,26653,3942,159,14,15,14,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Essay Writing Score - New,1202640,26673,3943,159,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Evidence Based Reading and Writing - New,1715481,62123,8525,387,535,551,560,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Math Section Score - New,1715481,62035,8516,386,517,546,559,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,Reading Test  Score - New,1715481,62613,8620,388,270,278,283,,NEW SCALE
2016-17,667,Gwinnett County,1410,Mountain View High School,WritLang Test  Score - New,1715481,62535,8586,386,266,273,277,,NEW SCALE
2018-19,704,Morgan County,1050,Morgan County High School,Combined Test Score,2220087,49345,112,112,1027,1012,1012,,
2016-17,667,Gwinnett County,1710,Archer High School,Essay Analysis Score - New,1202640,26629,3932,236,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Essay Reading Score - New,1202640,26656,3951,236,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Essay Total,1202640,26653,3942,236,14,15,15,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Essay Writing Score - New,1202640,26673,3943,236,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Evidence Based Reading and Writing - New,1715481,62123,8525,521,535,551,550,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Math Section Score - New,1715481,62035,8516,519,517,546,534,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,Reading Test  Score - New,1715481,62613,8620,526,270,278,278,,NEW SCALE
2016-17,667,Gwinnett County,1710,Archer High School,WritLang Test  Score - New,1715481,62535,8586,532,266,273,273,,NEW SCALE
2014-15,705,Murray County,190,Murray County High School,Combined,1332096,84860,265,127,1352,1242,1246,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Essay Analysis Score - New,1202640,26629,3932,124,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Essay Reading Score - New,1202640,26656,3951,125,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Essay Total,1202640,26653,3942,125,14,15,13,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Essay Writing Score - New,1202640,26673,3943,127,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Evidence Based Reading and Writing - New,1715481,62123,8525,306,535,551,502,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Math Section Score - New,1715481,62035,8516,302,517,546,494,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,Reading Test  Score - New,1715481,62613,8620,309,270,278,255,,NEW SCALE
2016-17,667,Gwinnett County,1814,Discovery High School,WritLang Test  Score - New,1715481,62535,8586,302,266,273,248,,NEW SCALE
2015-16,705,Murray County,190,Murray County High School,Combined Test Score,,28212.33333,76.33333333,32,1084,1019,972,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Essay Analysis Score - New,1202640,26629,3932,142,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Essay Reading Score - New,1202640,26656,3951,139,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Essay Total,1202640,26653,3942,140,14,15,13,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Essay Writing Score - New,1202640,26673,3943,140,5,5,5,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Evidence Based Reading and Writing - New,1715481,62123,8525,371,535,551,512,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Math Section Score - New,1715481,62035,8516,367,517,546,493,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,Reading Test  Score - New,1715481,62613,8620,377,270,278,258,,NEW SCALE
2016-17,667,Gwinnett County,2558,South Gwinnett High School,WritLang Test  Score - New,1715481,62535,8586,370,266,273,254,,NEW SCALE
2016-17,705,Murray County,190,Murray County High School,Combined Test Score,1715481,62394.33333,188.3333333,70,1053,997,988,,NEW SCALE
2016-17,667,Gwinnett County,3750,Central Gwinnett High School,Essay Analysis Score - New,1202640,26629,3932,119,4,4,4,,NEW SCALE
2016-17,667,Gwinnett County,3750,Central Gwinnett High School,Essay Reading Score - New,1202640,26656,3951,126,5,5,5,,NEW SCALE
