LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL,,
2012-13,730,Talbot County,190,Central Elementary/High School,Mathematics,1295267,86622,24,24,486,388,388,,
2012-13,730,Talbot County,190,Central Elementary/High School,Reading,1295267,86598,26,26,486,390,390,,
2012-13,730,Talbot County,190,Central Elementary/High School,Writing,1295267,85043,24,24,365,281,281,,
2012-13,609,Ben Hill County,291,Fitzgerald High School,Combined,1295267,86088,89,89,1337,1298,1298,,
2012-13,731,Taliaferro County,102,Taliaferro County School,Mathematics,1295267,86622,9,9,486,,,,
2012-13,731,Taliaferro County,102,Taliaferro County School,Reading,1295267,86598,9,9,486,,,,
2012-13,731,Taliaferro County,102,Taliaferro County School,Writing,1295267,85043,9,9,365,,,,
2013-14,609,Ben Hill County,291,Fitzgerald High School,Combined,1306039,82852,97,97,1352,1217,1217,,
2012-13,732,Tattnall County,194,Tattnall County High School,Mathematics,1295267,86622,136,136,486,463,463,,
2012-13,732,Tattnall County,194,Tattnall County High School,Reading,1295267,86598,135,135,486,460,460,,
2012-13,732,Tattnall County,194,Tattnall County High School,Writing,1295267,85043,132,132,365,356,356,,
2018-19,644,DeKalb County,172,Cedar Grove High School,Combined Test Score,2220087,49345,2897,115,1027,969,916,,
2012-13,733,Taylor County,201,Taylor County High School,Mathematics,1295267,86622,63,63,486,426,426,,
2012-13,733,Taylor County,201,Taylor County High School,Reading,1295267,86598,63,63,486,448,448,,
2012-13,733,Taylor County,201,Taylor County High School,Writing,1295267,85043,63,63,365,331,331,,
2014-15,644,DeKalb County,5052,Chamblee Charter High School,Combined,1332096,84860,5339,366,1352,1254,1530,,NEW SCALE
2012-13,734,Telfair County,201,Telfair County High School,Mathematics,1295267,86622,74,74,486,426,426,,
2012-13,734,Telfair County,201,Telfair County High School,Reading,1295267,86598,70,70,486,431,431,,
2012-13,734,Telfair County,201,Telfair County High School,Writing,1295267,85043,69,69,365,333,333,,
2015-16,644,DeKalb County,5052,Chamblee Charter High School,Combined Test Score,,28212.33333,1600.666667,157.6666667,1084,1028,1152,,NEW SCALE
2012-13,735,Terrell County,105,Terrell High School,Mathematics,1295267,86622,20,20,486,417,417,,
2012-13,735,Terrell County,105,Terrell High School,Reading,1295267,86598,22,22,486,400,400,,
2012-13,735,Terrell County,105,Terrell High School,Writing,1295267,85043,20,20,365,373,373,,
2016-17,644,DeKalb County,5052,Chamblee Charter High School,Combined Test Score,1715481,62394.33333,3856,275,1053,990,1144,,NEW SCALE
2012-13,736,Thomas County,100,Bishop Hall Charter School,Mathematics,1295267,86622,249,3,486,450,,,
2012-13,736,Thomas County,100,Bishop Hall Charter School,Reading,1295267,86598,250,3,486,470,,,
2012-13,736,Thomas County,100,Bishop Hall Charter School,Writing,1295267,85043,245,3,365,382,,,
2017-18,644,DeKalb County,5052,Chamblee Charter High School,Combined Test Score,2136539,65795,3718.333333,259,1052,1004,1220,,NEW SCALE
2012-13,736,Thomas County,191,Thomas County Central High School,Mathematics,1295267,86622,249,246,486,450,450,,
2012-13,736,Thomas County,191,Thomas County Central High School,Reading,1295267,86598,250,247,486,470,470,,
2012-13,736,Thomas County,191,Thomas County Central High School,Writing,1295267,85043,245,242,365,382,381,,
2010-11,669,Hall County,202,Flowery Branch High,Combined,1267239,84240,1137,343,1338,1350,1343,,
2012-13,737,Tift County,3052,"Northeast Campus, Tift County High School",Mathematics,1295267,86622,388,388,486,448,448,,
2012-13,737,Tift County,3052,"Northeast Campus, Tift County High School",Reading,1295267,86598,385,385,486,460,460,,
2012-13,737,Tift County,3052,"Northeast Campus, Tift County High School",Writing,1295267,85043,386,386,365,351,351,,
2011-12,669,Hall County,202,Flowery Branch High,Combined,1284459,86367,1187,353,1342,1337,1331,,
2012-13,738,Toombs County,192,Toombs County High School,Mathematics,1295267,86622,83,83,486,463,463,,
2012-13,738,Toombs County,192,Toombs County High School,Reading,1295267,86598,80,80,486,470,470,,
2012-13,738,Toombs County,192,Toombs County High School,Writing,1295267,85043,80,80,365,365,365,,
2012-13,669,Hall County,202,Flowery Branch High,Combined,1295267,86088,1263,398,1337,1321,1329,,
2012-13,739,Towns County,204,Towns County High School,Mathematics,1295267,86622,66,66,486,491,491,,
2012-13,739,Towns County,204,Towns County High School,Reading,1295267,86598,65,65,486,512,512,,
2012-13,739,Towns County,204,Towns County High School,Writing,1295267,85043,65,65,365,360,360,,
2013-14,669,Hall County,202,Flowery Branch High,Combined,1306039,82852,1298,433,1352,1320,1334,,
2012-13,740,Treutlen County,213,Treutlen Middle/High School,Mathematics,1295267,86622,31,31,486,435,435,,
2012-13,740,Treutlen County,213,Treutlen Middle/High School,Reading,1295267,86598,30,30,486,454,454,,
2012-13,740,Treutlen County,213,Treutlen Middle/High School,Writing,1295267,85043,30,30,365,378,378,,
2018-19,644,DeKalb County,5052,Chamblee Charter High School,Combined Test Score,2220087,49345,2897,179,1027,969,1116,,
2012-13,741,Troup County,201,Callaway High School,Mathematics,1295267,86622,511,88,486,486,454,,
2012-13,741,Troup County,201,Callaway High School,Reading,1295267,86598,506,87,486,488,452,,
2012-13,741,Troup County,201,Callaway High School,Writing,1295267,85043,505,87,365,353,316,,
2014-15,644,DeKalb County,4053,Clarkston High School,Combined,1332096,84860,5339,226,1352,1254,1075,,NEW SCALE
2012-13,741,Troup County,387,Troup County High School,Mathematics,1295267,86622,511,164,486,486,474,,
2012-13,741,Troup County,387,Troup County High School,Reading,1295267,86598,506,160,486,488,480,,
2012-13,741,Troup County,387,Troup County High School,Writing,1295267,85043,505,160,365,353,342,,
2015-16,644,DeKalb County,4053,Clarkston High School,Combined Test Score,,28212.33333,1600.666667,66.33333333,1084,1028,893,,NEW SCALE
2012-13,741,Troup County,1052,LaGrange High School,Mathematics,1295267,86622,511,259,486,486,505,,
2012-13,741,Troup County,1052,LaGrange High School,Reading,1295267,86598,506,259,486,488,505,,
2012-13,741,Troup County,1052,LaGrange High School,Writing,1295267,85043,505,258,365,353,372,,
2016-17,644,DeKalb County,4053,Clarkston High School,Combined Test Score,1715481,62394.33333,3856,183,1053,990,881,,NEW SCALE
2012-13,742,Turner County,1050,Turner County Specialty School,Mathematics,1295267,86622,46,46,486,425,425,,
2012-13,742,Turner County,1050,Turner County Specialty School,Reading,1295267,86598,46,46,486,419,419,,
2012-13,742,Turner County,1050,Turner County Specialty School,Writing,1295267,85043,46,46,365,383,383,,
2017-18,644,DeKalb County,4053,Clarkston High School,Combined Test Score,2136539,65795,3718.333333,156,1052,1004,895,,NEW SCALE
2012-13,743,Twiggs County,201,Twiggs County High School,Mathematics,1295267,86622,25,25,486,393,393,,
2012-13,743,Twiggs County,201,Twiggs County High School,Reading,1295267,86598,24,24,486,395,395,,
2012-13,743,Twiggs County,201,Twiggs County High School,Writing,1295267,85043,24,24,365,341,341,,
2018-19,644,DeKalb County,4053,Clarkston High School,Combined Test Score,2220087,49345,2897,146,1027,969,887,,NEW SCALE
2012-13,744,Union County,101,Union County High School,Mathematics,1295267,86622,160,159,486,471,470,,
2012-13,744,Union County,101,Union County High School,Reading,1295267,86598,159,158,486,496,496,,
2012-13,744,Union County,101,Union County High School,Writing,1295267,85043,158,157,365,392,391,,
2014-15,644,DeKalb County,2054,Columbia High School,Combined,1332096,84860,5339,200,1352,1254,1095,,NEW SCALE
2012-13,744,Union County,3050,Woody Gap High/Elementary School,Mathematics,1295267,86622,160,1,486,471,,,
2012-13,744,Union County,3050,Woody Gap High/Elementary School,Reading,1295267,86598,159,1,486,496,,,
2012-13,744,Union County,3050,Woody Gap High/Elementary School,Writing,1295267,85043,158,1,365,392,,,
2015-16,644,DeKalb County,2054,Columbia High School,Combined Test Score,,28212.33333,1600.666667,63,1084,1028,938,,NEW SCALE
2012-13,745,Thomaston-Upson County,195,Upson-Lee High School,Mathematics,1295267,86622,206,206,486,443,443,,
2012-13,745,Thomaston-Upson County,195,Upson-Lee High School,Reading,1295267,86598,205,205,486,444,444,,
2012-13,745,Thomaston-Upson County,195,Upson-Lee High School,Writing,1295267,85043,205,205,365,331,331,,
2010-11,631,Clayton County,1054,Forest Park High School,Combined,1267239,84240,1895,217,1338,1192,1184,,
2012-13,746,Walker County,190,Ridgeland High School,Mathematics,1295267,86622,47,13,486,491,485,,
2012-13,746,Walker County,190,Ridgeland High School,Reading,1295267,86598,48,13,486,504,521,,
2012-13,746,Walker County,190,Ridgeland High School,Writing,1295267,85043,47,13,365,409,468,,
2011-12,631,Clayton County,1054,Forest Park High School,Combined,1284459,86367,1783,143,1342,1190,1210,,
2012-13,746,Walker County,198,LaFayette High School,Mathematics,1295267,86622,47,34,486,491,493,,
2012-13,746,Walker County,198,LaFayette High School,Reading,1295267,86598,48,35,486,504,498,,
2012-13,746,Walker County,198,LaFayette High School,Writing,1295267,85043,47,34,365,409,386,,
2012-13,631,Clayton County,1054,Forest Park High School,Combined,1295267,86088,1664,111,1337,1194,1215,,
2012-13,747,Walton County,111,Walnut Grove High School,Mathematics,1295267,86622,695,218,486,461,452,,
2012-13,747,Walton County,111,Walnut Grove High School,Reading,1295267,86598,691,215,486,471,471,,
2012-13,747,Walton County,111,Walnut Grove High School,Writing,1295267,85043,686,213,365,358,368,,
2013-14,631,Clayton County,1054,Forest Park High School,Combined,1306039,82852,1820,126,1352,1195,1232,,
2012-13,747,Walton County,199,Loganville High School,Mathematics,1295267,86622,695,288,486,461,483,,
2012-13,747,Walton County,199,Loganville High School,Reading,1295267,86598,691,286,486,471,477,,
2012-13,747,Walton County,199,Loganville High School,Writing,1295267,85043,686,286,365,358,363,,
2016-17,644,DeKalb County,2054,Columbia High School,Combined Test Score,1715481,62394.33333,3856,116,1053,990,925,,
2012-13,747,Walton County,205,Monroe Area High School,Mathematics,1295267,86622,695,189,486,461,439,,
2012-13,747,Walton County,205,Monroe Area High School,Reading,1295267,86598,691,190,486,471,462,,
2012-13,747,Walton County,205,Monroe Area High School,Writing,1295267,85043,686,187,365,358,337,,
2017-18,644,DeKalb County,2054,Columbia High School,Combined Test Score,2136539,65795,3718.333333,111.3333333,1052,1004,900,,NEW SCALE
2012-13,748,Ware County,195,Ware County High School,Mathematics,1295267,86622,195,195,486,478,478,,
2012-13,748,Ware County,195,Ware County High School,Reading,1295267,86598,195,195,486,484,484,,
2012-13,748,Ware County,195,Ware County High School,Writing,1295267,85043,194,194,365,390,390,,
2018-19,644,DeKalb County,2054,Columbia High School,Combined Test Score,2220087,49345,2897,68,1027,969,889,,NEW SCALE
2012-13,749,Warren County,205,Warren County High School,Mathematics,1295267,86622,18,18,486,405,405,,
2012-13,749,Warren County,205,Warren County High School,Reading,1295267,86598,18,18,486,398,398,,
2012-13,749,Warren County,205,Warren County High School,Writing,1295267,85043,18,18,365,166,166,,
2014-15,644,DeKalb County,4054,Cross Keys High School,Combined,1332096,84860,5339,144,1352,1254,1142,,NEW SCALE
2012-13,750,Washington County,1052,Washington County High School,Mathematics,1295267,86622,162,162,486,422,422,,
2012-13,750,Washington County,1052,Washington County High School,Reading,1295267,86598,161,161,486,419,419,,
2012-13,750,Washington County,1052,Washington County High School,Writing,1295267,85043,161,161,365,305,305,,
2015-16,644,DeKalb County,4054,Cross Keys High School,Combined Test Score,,28212.33333,1600.666667,53.33333333,1084,1028,960,,NEW SCALE
2012-13,751,Wayne County,101,Wayne County High School,Mathematics,1295267,86622,227,227,486,454,454,,
2012-13,751,Wayne County,101,Wayne County High School,Reading,1295267,86598,229,229,486,461,461,,
2012-13,751,Wayne County,101,Wayne County High School,Writing,1295267,85043,224,224,365,339,339,,
2010-11,658,Forsyth County,218,Forsyth Academy,Combined,1267239,84240,2375,16,1338,1446,1287,,
2012-13,752,Webster County,108,Webster County High School,Mathematics,1295267,86622,15,15,486,385,385,,
2012-13,752,Webster County,108,Webster County High School,Reading,1295267,86598,15,15,486,381,381,,
2012-13,752,Webster County,108,Webster County High School,Writing,1295267,85043,15,15,365,290,290,,
2011-12,658,Forsyth County,218,Forsyth Academy,Combined,1284459,86367,2451,21,1342,1441,1371,,
2012-13,753,Wheeler County,3052,Wheeler County High School,Mathematics,1295267,86622,57,57,486,439,439,,
2012-13,753,Wheeler County,3052,Wheeler County High School,Reading,1295267,86598,55,55,486,461,461,,
2012-13,753,Wheeler County,3052,Wheeler County High School,Writing,1295267,85043,55,55,365,300,300,,
2012-13,658,Forsyth County,218,Forsyth Academy,Combined,1295267,86088,2697,17,1337,1456,1397,,
2012-13,754,White County,105,White County High School,Mathematics,1295267,86622,231,231,486,481,481,,
2012-13,754,White County,105,White County High School,Reading,1295267,86598,227,227,486,476,476,,
2012-13,754,White County,105,White County High School,Writing,1295267,85043,228,228,365,363,363,,
2013-14,658,Forsyth County,218,Forsyth Academy,Combined,1306039,82852,2881,6,1352,1471,,,
2012-13,755,Whitfield County,105,Northwest Georgia College & Career Academy,Mathematics,1295267,86622,307,13,486,488,418,,
2012-13,755,Whitfield County,105,Northwest Georgia College & Career Academy,Reading,1295267,86598,311,13,486,489,418,,
2012-13,755,Whitfield County,105,Northwest Georgia College & Career Academy,Writing,1295267,85043,306,13,365,403,423,,
2016-17,644,DeKalb County,4054,Cross Keys High School,Combined Test Score,1715481,62394.33333,3856,152,1053,990,951,,
2012-13,755,Whitfield County,112,Coahulla Creek High School,Mathematics,1295267,86622,307,21,486,488,453,,
2012-13,755,Whitfield County,112,Coahulla Creek High School,Reading,1295267,86598,311,21,486,489,424,,
2012-13,755,Whitfield County,112,Coahulla Creek High School,Writing,1295267,85043,306,21,365,403,395,,
2017-18,644,DeKalb County,4054,Cross Keys High School,Combined Test Score,2136539,65795,3718.333333,156,1052,1004,963,,NEW SCALE
2012-13,755,Whitfield County,175,Northwest Whitfield County High School,Mathematics,1295267,86622,307,181,486,488,499,,
2012-13,755,Whitfield County,175,Northwest Whitfield County High School,Reading,1295267,86598,311,184,486,489,501,,
2012-13,755,Whitfield County,175,Northwest Whitfield County High School,Writing,1295267,85043,306,181,365,403,402,,
2018-19,644,DeKalb County,4054,Cross Keys High School,Combined Test Score,2220087,49345,2897,113,1027,969,949,,NEW SCALE
2012-13,755,Whitfield County,212,Phoenix High School,Mathematics,1295267,86622,307,1,486,488,,,
2012-13,755,Whitfield County,212,Phoenix High School,Reading,1295267,86598,311,1,486,489,,,
2012-13,755,Whitfield County,212,Phoenix High School,Writing,1295267,85043,306,1,365,403,,,
2018-19,644,DeKalb County,199,DeKalb Alternative Night School,Combined Test Score,2220087,49345,2897,2,1027,969,,,NEW SCALE
2012-13,755,Whitfield County,275,Southeast Whitfield County High School,Mathematics,1295267,86622,307,91,486,488,485,,
2012-13,755,Whitfield County,275,Southeast Whitfield County High School,Reading,1295267,86598,311,92,486,489,489,,
2012-13,755,Whitfield County,275,Southeast Whitfield County High School,Writing,1295267,85043,306,90,365,403,401,,
2016-17,644,DeKalb County,500,DeKalb Alternative School,Combined Test Score,1715481,62394.33333,3856,1,1053,990,,,NEW SCALE
2012-13,756,Wilcox County,201,Wilcox County High School,Mathematics,1295267,86622,30,30,486,463,463,,
2012-13,756,Wilcox County,201,Wilcox County High School,Reading,1295267,86598,29,29,486,456,456,,
2012-13,756,Wilcox County,201,Wilcox County High School,Writing,1295267,85043,29,29,365,426,426,,
2010-11,658,Forsyth County,5050,Forsyth Central High School,Combined,1267239,84240,2375,312,1338,1446,1414,,
2012-13,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,Mathematics,1295267,86622,98,98,486,467,467,,
2012-13,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,Reading,1295267,86598,99,99,486,461,461,,
2012-13,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,Writing,1295267,85043,96,96,365,343,343,,
2011-12,658,Forsyth County,5050,Forsyth Central High School,Combined,1284459,86367,2451,316,1342,1441,1404,,
2012-13,758,Wilkinson County,3050,Wilkinson County High School,Mathematics,1295267,86622,64,64,486,428,428,,
2012-13,758,Wilkinson County,3050,Wilkinson County High School,Reading,1295267,86598,67,67,486,422,422,,
2012-13,758,Wilkinson County,3050,Wilkinson County High School,Writing,1295267,85043,63,63,365,338,338,,
2012-13,658,Forsyth County,5050,Forsyth Central High School,Combined,1295267,86088,2697,287,1337,1456,1359,,
2012-13,759,Worth County,176,Worth County High School,Mathematics,1295267,86622,134,134,486,445,445,,
2012-13,759,Worth County,176,Worth County High School,Reading,1295267,86598,134,134,486,439,439,,
2012-13,759,Worth County,176,Worth County High School,Writing,1295267,85043,133,133,365,361,361,,
2013-14,658,Forsyth County,5050,Forsyth Central High School,Combined,1306039,82852,2881,343,1352,1471,1423,,
2012-13,761,Atlanta Public Schools,106,Early College High School at Carver,Mathematics,1295267,86622,1461,99,486,454,458,,
2012-13,761,Atlanta Public Schools,106,Early College High School at Carver,Reading,1295267,86598,1473,101,486,468,478,,
2012-13,761,Atlanta Public Schools,106,Early College High School at Carver,Writing,1295267,85043,1442,97,365,357,302,,
2018-19,644,DeKalb County,500,DeKalb Alternative School,Combined Test Score,2220087,49345,2897,1,1027,969,,,
2012-13,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,Mathematics,1295267,86622,1461,43,486,454,396,,
2012-13,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,Reading,1295267,86598,1473,45,486,468,402,,
2012-13,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,Writing,1295267,85043,1442,42,365,357,322,,
2014-15,644,DeKalb County,407,Dekalb Early College Academy,Combined,1332096,84860,5339,110,1352,1254,1372,,NEW SCALE
2012-13,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",Mathematics,1295267,86622,1461,31,486,454,405,,
2012-13,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",Reading,1295267,86598,1473,30,486,468,398,,
2012-13,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",Writing,1295267,85043,1442,30,365,357,328,,
2015-16,644,DeKalb County,407,Dekalb Early College Academy,Combined Test Score,,28212.33333,1600.666667,45,1084,1028,1072,,NEW SCALE
2012-13,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,Mathematics,1295267,86622,1461,14,486,454,447,,
2012-13,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,Reading,1295267,86598,1473,14,486,468,455,,
2012-13,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,Writing,1295267,85043,1442,14,365,357,289,,
2016-17,644,DeKalb County,407,Dekalb Early College Academy,Combined Test Score,1715481,62394.33333,3856,44.66666667,1053,990,1063,,NEW SCALE
2012-13,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",Mathematics,1295267,86622,1461,4,486,454,,,
2012-13,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",Reading,1295267,86598,1473,4,486,468,,,
2012-13,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",Writing,1295267,85043,1442,4,365,357,,,
2017-18,644,DeKalb County,407,Dekalb Early College Academy,Combined Test Score,2136539,65795,3718.333333,80,1052,1004,1117,,NEW SCALE
2012-13,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,Mathematics,1295267,86622,1461,11,486,454,455,,
2012-13,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,Reading,1295267,86598,1473,11,486,468,483,,
2012-13,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,Writing,1295267,85043,1442,11,365,357,236,,
2010-11,658,Forsyth County,219,Forsyth Virtual Academy,Combined,1267239,84240,2375,5,1338,1446,,,
2012-13,761,Atlanta Public Schools,121,Old Coretta Scott King Young Women's Academy High School,Mathematics,1295267,86622,1461,6,486,454,,,
2012-13,761,Atlanta Public Schools,121,Old Coretta Scott King Young Women's Academy High School,Reading,1295267,86598,1473,6,486,468,,,
2012-13,761,Atlanta Public Schools,121,Old Coretta Scott King Young Women's Academy High School,Writing,1295267,85043,1442,6,365,357,,,
2011-12,658,Forsyth County,219,Forsyth Virtual Academy,Combined,1284459,86367,2451,7,1342,1441,,,
2012-13,761,Atlanta Public Schools,182,Mays High School,Mathematics,1295267,86622,1461,191,486,454,439,,
2012-13,761,Atlanta Public Schools,182,Mays High School,Reading,1295267,86598,1473,191,486,468,442,,
2012-13,761,Atlanta Public Schools,182,Mays High School,Writing,1295267,85043,1442,185,365,357,339,,
2012-13,658,Forsyth County,219,Forsyth Virtual Academy,Combined,1295267,86088,2697,6,1337,1456,,,
2012-13,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",Mathematics,1295267,86622,1461,70,486,454,416,,
2012-13,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",Reading,1295267,86598,1473,69,486,468,408,,
2012-13,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",Writing,1295267,85043,1442,68,365,357,371,,
2013-14,658,Forsyth County,219,Forsyth Virtual Academy,Combined,1306039,82852,2881,11,1352,1471,1437,,
2012-13,761,Atlanta Public Schools,192,North Atlanta High School,Mathematics,1295267,86622,1461,334,486,454,486,,
2012-13,761,Atlanta Public Schools,192,North Atlanta High School,Reading,1295267,86598,1473,340,486,468,512,,
2012-13,761,Atlanta Public Schools,192,North Atlanta High School,Writing,1295267,85043,1442,332,365,357,369,,
2018-19,644,DeKalb County,407,Dekalb Early College Academy,Combined Test Score,2220087,49345,2897,62,1027,969,1158,,
2012-13,761,Atlanta Public Schools,208,South Atlanta Law and Social Justice School,Mathematics,1295267,86622,1461,12,486,454,428,,
2012-13,761,Atlanta Public Schools,208,South Atlanta Law and Social Justice School,Reading,1295267,86598,1473,12,486,468,448,,
2012-13,761,Atlanta Public Schools,208,South Atlanta Law and Social Justice School,Writing,1295267,85043,1442,12,365,357,402,,
2015-16,644,DeKalb County,910,DeKalb High School of Technology-South,Combined Test Score,,28212.33333,1600.666667,1,1084,1028,,,NEW SCALE
2012-13,761,Atlanta Public Schools,306,School of Technology at Carver,Mathematics,1295267,86622,1461,19,486,454,429,,
2012-13,761,Atlanta Public Schools,306,School of Technology at Carver,Reading,1295267,86598,1473,18,486,468,419,,
2012-13,761,Atlanta Public Schools,306,School of Technology at Carver,Writing,1295267,85043,1442,18,365,357,322,,
2016-17,644,DeKalb County,910,DeKalb High School of Technology-South,Combined Test Score,1715481,62394.33333,3856,6.333333333,1053,990,,,NEW SCALE
2012-13,761,Atlanta Public Schools,406,School of Health Sciences and Research at Carver,Mathematics,1295267,86622,1461,23,486,454,427,,
2012-13,761,Atlanta Public Schools,406,School of Health Sciences and Research at Carver,Reading,1295267,86598,1473,23,486,468,411,,
2012-13,761,Atlanta Public Schools,406,School of Health Sciences and Research at Carver,Writing,1295267,85043,1442,23,365,357,342,,
2017-18,644,DeKalb County,910,DeKalb High School of Technology-South,Combined Test Score,2136539,65795,3718.333333,2,1052,1004,,,NEW SCALE
2012-13,761,Atlanta Public Schools,408,South Atlanta School of Computer Animation and Design,Mathematics,1295267,86622,1461,10,486,454,421,,
2012-13,761,Atlanta Public Schools,408,South Atlanta School of Computer Animation and Design,Reading,1295267,86598,1473,10,486,468,376,,
2012-13,761,Atlanta Public Schools,408,South Atlanta School of Computer Animation and Design,Writing,1295267,85043,1442,10,365,357,384,,
2018-19,644,DeKalb County,910,DeKalb High School of Technology-South,Combined Test Score,2220087,49345,2897,5,1027,969,,,NEW SCALE
2012-13,761,Atlanta Public Schools,506,The School of the Arts at Carver,Mathematics,1295267,86622,1461,51,486,454,408,,
2012-13,761,Atlanta Public Schools,506,The School of the Arts at Carver,Reading,1295267,86598,1473,51,486,468,424,,
2012-13,761,Atlanta Public Schools,506,The School of the Arts at Carver,Writing,1295267,85043,1442,51,365,357,384,,
2010-11,659,Franklin County,3050,Franklin County High School,Combined,1267239,84240,165,165,1338,1326,1326,,
2012-13,761,Atlanta Public Schools,508,"Therrell School of Law, Government and Public Policy - C",Mathematics,1295267,86622,1461,33,486,454,384,,
2012-13,761,Atlanta Public Schools,508,"Therrell School of Law, Government and Public Policy - C",Reading,1295267,86598,1473,34,486,468,382,,
2012-13,761,Atlanta Public Schools,508,"Therrell School of Law, Government and Public Policy - C",Writing,1295267,85043,1442,33,365,357,299,,
2011-12,659,Franklin County,3050,Franklin County High School,Combined,1284459,86367,185,185,1342,1324,1324,,
2012-13,761,Atlanta Public Schools,608,"Therrell School of Engineering, Math, and Science - C",Mathematics,1295267,86622,1461,26,486,454,402,,
2012-13,761,Atlanta Public Schools,608,"Therrell School of Engineering, Math, and Science - C",Reading,1295267,86598,1473,28,486,468,389,,
2012-13,761,Atlanta Public Schools,608,"Therrell School of Engineering, Math, and Science - C",Writing,1295267,85043,1442,26,365,357,376,,
2012-13,659,Franklin County,3050,Franklin County High School,Combined,1295267,86088,177,177,1337,1325,1325,,
2012-13,761,Atlanta Public Schools,708,Therrell School of Health and Science - C,Mathematics,1295267,86622,1461,35,486,454,374,,
2012-13,761,Atlanta Public Schools,708,Therrell School of Health and Science - C,Reading,1295267,86598,1473,35,486,468,405,,
2012-13,761,Atlanta Public Schools,708,Therrell School of Health and Science - C,Writing,1295267,85043,1442,35,365,357,335,,
2013-14,659,Franklin County,3050,Franklin County High School,Combined,1306039,82852,180,180,1352,1311,1311,,
2012-13,761,Atlanta Public Schools,4058,Douglass High School,Mathematics,1295267,86622,1461,89,486,454,402,,
2012-13,761,Atlanta Public Schools,4058,Douglass High School,Reading,1295267,86598,1473,88,486,468,412,,
2012-13,761,Atlanta Public Schools,4058,Douglass High School,Writing,1295267,85043,1442,88,365,357,348,,
2014-15,644,DeKalb County,410,DeKalb School of the Arts,Combined,1332096,84860,5339,87,1352,1254,1518,,
2012-13,761,Atlanta Public Schools,4560,Grady High School,Mathematics,1295267,86622,1461,352,486,454,494,,
2012-13,761,Atlanta Public Schools,4560,Grady High School,Reading,1295267,86598,1473,355,486,468,518,,
2012-13,761,Atlanta Public Schools,4560,Grady High School,Writing,1295267,85043,1442,349,365,357,384,,
2015-16,644,DeKalb County,410,DeKalb School of the Arts,Combined Test Score,,28212.33333,1600.666667,52.33333333,1084,1028,1155,,NEW SCALE
2012-13,761,Atlanta Public Schools,4568,Washington High School Senior Academy,Mathematics,1295267,86622,1461,1,486,454,,,
2012-13,761,Atlanta Public Schools,4568,Washington High School Senior Academy,Reading,1295267,86598,1473,1,486,468,,,
2012-13,761,Atlanta Public Schools,4568,Washington High School Senior Academy,Writing,1295267,85043,1442,1,365,357,,,
2016-17,644,DeKalb County,410,DeKalb School of the Arts,Combined Test Score,1715481,62394.33333,3856,55.66666667,1053,990,1140,,NEW SCALE
2012-13,761,Atlanta Public Schools,6504,West End Academy,Mathematics,1295267,86622,1461,7,486,454,,,
2012-13,761,Atlanta Public Schools,6504,West End Academy,Reading,1295267,86598,1473,7,486,468,,,
2012-13,761,Atlanta Public Schools,6504,West End Academy,Writing,1295267,85043,1442,7,365,357,,,
2017-18,644,DeKalb County,410,DeKalb School of the Arts,Combined Test Score,2136539,65795,3718.333333,73,1052,1004,1157,,NEW SCALE
2012-13,763,Bremen City,201,Bremen High School,Mathematics,1295267,86622,147,147,486,501,501,,
2012-13,763,Bremen City,201,Bremen High School,Reading,1295267,86598,147,147,486,511,511,,
2012-13,763,Bremen City,201,Bremen High School,Writing,1295267,85043,144,144,365,375,375,,
